aircraft_id,flight_hours,cycles_since_last_maintenance,oil_temp,vibration,pressure_ratio,AOG_flag
8,5027,42,93.54482026014946,0.41227504300212625,34.51540415627472,0
47,4490,367,87.5953476968611,0.39436565279007735,34.14289815230231,0
35,2787,114,86.48617136248758,0.6272400627449057,27.13297807751453,0
78,5051,282,82.6758832243645,0.604840663223497,27.698409042154584,0
81,6260,36,84.55543704548269,0.6034760807104691,29.932302283594005,0
36,5488,301,81.55637921737863,0.6155971990115872,32.80246222620153,0
50,9640,112,84.68186798090198,0.3463918324434094,33.67759881032263,0
4,5226,34,78.18902554308673,0.3434028951392674,28.837739360512394,0
2,916,131,77.92114493472089,0.43286761923430217,32.97271190379903,0
6,9112,335,91.50507831327354,0.4520358594606372,34.8371873379507,0
54,292,335,76.93845132010291,0.4413797781392717,34.00400262182427,0
4,1876,468,89.43069076747065,0.5277497972433866,30.62050531380611,1
54,3745,409,75.52808902037046,0.6115250493281781,30.89473762141407,1
93,6414,376,88.14818801512794,0.47060047913964315,28.107295611378422,0
63,8542,227,83.9620782742848,0.418468276333214,37.22097188725139,0
18,1888,146,91.60658101401702,0.5812923100889945,33.42208858447792,0
90,7474,121,83.34002770559962,0.4718035511570794,27.163298602670192,0
44,3800,80,74.95229972414266,0.5107324883134119,35.67993839515735,0
34,9459,172,84.05981857056666,0.46675267474884075,33.975645661191336,0
74,3993,153,85.79830282773962,0.5339970359569239,35.582883710660184,0
62,6911,149,84.34011178984106,0.39860958670070296,30.32418341348525,0
100,9388,374,87.87553910494886,0.5726272225877149,30.742923245479112,0
14,2779,57,82.17805950647139,0.4967223298042303,29.562058832332845,0
95,4004,62,78.68298418727197,0.4235683769772176,38.35154461996932,0
48,7360,155,80.00175557842888,0.5530932986349377,30.497028209570168,0
15,604,448,82.4211632773523,0.42347288709221326,29.13436457090092,1
72,9913,427,82.37825691875823,0.42789274020042833,30.059140837645938,1
78,9679,355,97.03061179001635,0.3798723101242085,31.024522298072377,1
87,6873,426,91.27552708291542,0.32964178397270416,36.667861172200425,1
62,3916,420,88.43354602174283,0.5534285379207843,32.83051744439072,1
40,817,321,87.23006255364268,0.6165616649111161,35.700652092107205,0
85,4534,400,86.49886117801069,0.4549400275315968,32.85591201646494,0
80,758,167,86.52500272604864,0.4201527488812408,31.459292884950525,0
82,5157,165,85.81643026540067,0.3187705220751543,28.872462388605236,0
53,4108,84,85.20059541218289,0.2826648920104311,36.78208541920179,0
24,5094,444,74.54067952724566,0.5726730545715348,34.97288483717796,1
26,4334,136,83.15436363463753,0.3025992197734358,35.245844533139746,0
89,3864,460,83.79849597425876,0.3856066429402473,34.775492878653836,1
60,4737,458,81.25513451364978,0.5283431318372005,29.869656485945907,1
41,2204,188,82.21951531885598,0.5089707262685004,32.79502180770517,0
29,9547,463,86.50374508590397,0.5324702383550722,35.260589498223744,1
15,6901,399,88.8379503847498,0.5006919448488588,34.83301056439013,0
45,8675,378,86.4961823095922,0.46430731462051483,32.469774516159376,0
65,2707,1,88.71222119323478,0.3862134325346216,37.92496047062276,0
89,8485,105,88.80054015407345,0.4365856554727681,33.598932097695425,0
71,3819,363,83.50147203236074,0.47109521239388474,35.96597600960821,0
9,2681,71,87.62653731251075,0.3109658197732946,32.60043509912145,0
88,2665,426,76.2681376018816,0.42136638961227185,30.885016898947065,1
1,2863,125,83.07837386570614,0.4627781490353208,34.90754896208681,0
8,6428,169,82.49074205266851,0.4311035244146501,34.20055538741365,0
88,6091,204,92.65663401157116,0.4657445481250631,33.039392683643044,0
63,3506,312,86.68543646366841,0.566872775090128,29.461601274352706,0
11,9023,336,78.32772959423542,0.5791485927285228,35.03288355758347,0
81,4880,486,87.9729190238778,0.6511353147977536,29.619615591106527,1
8,4277,471,89.54891672550582,0.349209763663898,34.33206928875535,1
35,6576,194,84.55168039230183,0.45792548511019326,28.709042923733907,0
35,2704,157,88.45127964561402,0.6227579505067123,29.45885954249416,0
33,8281,499,72.52146308108767,0.32542640854234034,32.87627125395458,1
5,2482,140,71.5033882528385,0.3823770747662513,33.73689677925278,0
41,631,274,79.10665381851238,0.4384264333028444,32.650062744415976,0
28,6179,6,85.74519850312498,0.7044323802374798,30.41851929411079,1
7,734,392,92.66081884804274,0.4025467295905267,35.33963097513265,0
73,102,466,79.36786155558622,0.6083820641831258,32.416474271424015,1
72,8497,492,80.73161295856032,0.4972103106329991,32.580125631703595,1
12,6051,53,85.44303195362374,0.38535459838971214,31.527458036629746,0
34,5726,103,82.53840602510482,0.7799824146337831,29.831861394842647,1
33,7839,341,82.25404615351589,0.5194648003905806,35.380030038290386,0
48,6103,337,82.89262581284353,0.5376202317860116,30.071854033669208,0
23,2990,60,91.57394245759508,0.5534507548206712,37.092236679315754,0
62,6339,86,90.5806714436906,0.5456956182172116,29.525053574985094,0
88,8126,257,85.11734661146308,0.7152073355862061,32.96879664451503,1
37,3406,177,93.27240136959821,0.6785943848269591,32.20864351010854,0
99,997,241,87.54514177033988,0.40684018564711943,31.66213984781261,0
44,9377,202,90.76947067269245,0.7018724912972237,34.045769009652176,1
86,9571,30,80.69726713725686,0.4299867047050091,34.3693572375877,0
91,770,288,81.73161473125971,0.5322240880882408,33.607893227727494,0
35,7391,461,81.67808854252016,0.35484818815716274,28.808345264960288,1
65,1605,79,84.5663887542925,0.6036606413864951,28.486086213365173,0
99,6560,10,85.2995661854563,0.469263875865215,28.305595488713944,0
47,5267,416,86.62088654298498,0.38505123634215177,31.267743084324344,1
78,5355,253,94.86552434040952,0.6188501014034706,38.346029657486554,0
3,349,383,88.60639064624525,0.6436201394905221,31.85247864718834,0
1,6557,390,82.42604150250172,0.6470102781718696,38.302748417704734,0
5,1992,383,84.98362810472088,0.34770495506147764,31.899787456991366,0
90,3539,286,92.52471094557603,0.6573542920049718,32.47996495367561,0
14,2954,175,88.9093992130206,0.46994843195028685,33.78731598983211,0
27,9795,125,92.4589108171203,0.7051503470923898,31.126942048270845,1
9,3892,493,82.58658368176326,0.5624953698064157,32.68186664853639,1
79,5430,46,81.44169230711847,0.5251331260458493,26.891448317132202,0
15,7971,205,81.51477649320289,0.5008521072738392,29.33266785179899,0
90,8335,475,82.99006754431933,0.49863370766600823,26.954556638400923,1
42,3712,436,79.68358495114754,0.43204856844243933,34.175719551488804,1
77,2718,106,86.4759653085421,0.39319361524371604,27.909969177784028,0
51,4778,463,86.56193621705822,0.46373380286439214,36.235016191566025,1
63,3263,274,91.69388985210531,0.619088853644877,33.06806751075883,0
96,9580,336,76.19868749709995,0.36033750341630494,34.87822999057128,0
52,3042,122,80.2793622176879,0.6340666230603391,30.060033099217122,0
96,8511,473,89.02790237265363,0.5143389746360458,28.62958484293875,1
4,2025,133,85.91736559355783,0.5781474618861258,30.95682931540709,0
94,3072,106,85.2240122819397,0.5833160494025807,35.19255185878586,0
23,1090,304,91.3192691995506,0.5928344974558142,38.345155046426605,0
15,1912,328,79.9502289866192,0.5022401588039713,33.5250951324005,0
43,9095,49,81.35635303672989,0.505234312465149,28.052999021237312,0
29,589,336,80.76744077778194,0.5894096675953706,29.084305068678464,0
36,5976,94,74.93545978053322,0.39587052385689,27.535023759444385,0
13,9785,267,85.66408766708133,0.3805541443424806,31.61249071050655,0
32,3745,22,82.38573706481857,0.453531307747586,31.16828990435966,0
71,7181,53,81.33549595754111,0.5288090521987325,31.590168039597195,0
59,2991,373,80.4328743684135,0.6920871149939787,28.779737173163248,0
86,9997,253,84.91126653790803,0.5047982720446612,28.47918770100146,0
28,3616,452,81.0073024272062,0.700015251249291,32.282346240497695,1
66,3440,234,86.10783763804119,0.5515457697924836,33.45323264360664,0
42,6510,483,87.29590083667432,0.45465373496306294,28.445479818574942,1
45,153,58,83.52711179750003,0.6147068648520921,33.42114507961678,0
62,2675,163,83.18766180120288,0.47571371754279485,34.8403086380208,0
57,715,258,85.92745500159245,0.5251209448441894,25.007681653922845,0
6,6044,313,84.85575139932865,0.366362869672313,36.727045691675876,0
28,7504,215,91.65079677677365,0.349133623017776,34.106612941767835,0
28,1054,182,86.59132768780103,0.5553655530807516,34.86838712387977,0
44,1729,56,90.47793000137155,0.6103728953951592,28.93735489402547,0
84,6959,144,88.05255501179506,0.6945667502553275,34.36144714968961,0
30,8941,422,78.40790929936806,0.4190627558656183,34.70622873329529,1
62,3378,89,82.20867562097176,0.6463744124990844,30.045360269071352,0
75,5555,451,84.75951288478672,0.6314446899976996,34.33962358529238,1
92,3901,310,89.34222155297965,0.45088371409632466,31.58552113140808,0
89,2661,44,94.63906498719285,0.6388086889456378,30.147476615290586,0
62,6639,459,82.57926434556394,0.5944216376285197,31.410657526862867,1
97,470,256,85.27628049143338,0.6142183078539579,32.504818943957574,0
1,957,20,88.99955640844193,0.71673603787432,31.092190929713237,1
27,4986,466,84.71086245847054,0.6100661847549999,29.624641592102662,1
62,7585,20,93.2204838892623,0.2863101870637858,33.17886218952032,0
77,483,51,78.26106512393746,0.5322560495997553,33.679335484359875,0
3,4434,337,88.39009957733496,0.3433198498930516,32.438063351133316,0
70,4390,170,88.34106627218068,0.5151450070277146,27.147336407209014,0
72,2825,435,90.76019349156864,0.5093627861455305,30.246225663034938,1
27,6304,66,85.31025674411497,0.44163050972380763,29.467729817014625,0
9,6211,112,89.45760609202915,0.3972396856826616,37.193295080318066,0
62,4351,299,83.75430376880219,0.4469668099252765,32.353682218290025,0
37,1022,159,80.99304364868705,0.4662839448571913,31.15931545370373,0
97,3015,265,80.26398494420248,0.4868295154065388,30.323845238438043,0
51,8057,319,77.79298906312289,0.5105433906136863,31.625432278677483,0
44,3146,231,82.79320604242574,0.5585250825542267,34.254600263459984,0
24,9266,462,86.55744188528531,0.4687447690978046,26.510288416509812,1
79,1330,324,83.95933951957872,0.6279648434671995,32.6904959660216,0
59,7747,67,85.98983049986778,0.4961761492321907,30.486213323752864,0
32,5033,27,91.17439508693168,0.5924490818573371,33.2920103580521,0
96,9655,436,82.41256725837152,0.4695519182609692,34.397304392065664,1
88,4040,115,96.70148249022654,0.774370916933686,29.913439549389786,1
52,6583,50,88.77621499495287,0.5467264175033864,27.892393999746528,0
62,303,180,84.01537138712382,0.6635298601316605,31.086797179644496,0
58,260,259,83.90198952887214,0.430605801118721,35.861204535143514,0
52,9060,78,79.95935021611575,0.45528497216938674,34.506971753546814,0
12,3848,272,84.8714151755645,0.4747862347350589,30.867131535208085,0
39,6818,107,74.19201933380731,0.7472999926768087,30.09548262713323,1
2,2681,450,91.2788308763428,0.47872599819344,30.32195156058705,1
3,1193,73,70.91694599991366,0.41765659050432663,28.107123388457524,0
56,4600,174,85.20875486683924,0.6300906453547186,34.35432209158073,0
81,8899,489,79.28005499338315,0.5058804345736269,34.90224905358407,1
59,5810,183,81.49410674038178,0.4781880539349184,30.838587270048254,0
2,9832,22,82.13924033538729,0.4389717688522142,30.497955800573386,0
2,2975,273,94.62813063730972,0.5488828558202015,29.905178611305885,0
92,3291,128,79.4837464726483,0.60626556336097,30.648903756768693,0
54,1937,290,89.57129772397062,0.5788085440768137,29.794479314379863,0
87,789,319,90.80200914633672,0.4520666222504618,31.534388261399727,0
96,3859,185,73.30785899878451,0.4012297312344413,34.359189059147404,0
97,2203,478,81.92323616619284,0.09808788432361248,34.050076470491106,1
1,465,58,92.4222954641285,0.4054531291823768,29.48392776636946,0
19,8192,491,78.42613274640273,0.46278654586586515,32.45542914144654,1
2,4272,0,90.99138018322319,0.49409601684093135,33.93845326806837,0
53,6133,130,84.91066709299457,0.47291887271972316,29.180635074995287,0
44,2478,66,84.6945133521616,0.7800876947609391,32.42425091771301,1
90,1305,292,85.34745806359817,0.5491365137232632,35.640937562589436,0
32,5088,466,86.71285915765728,0.3762357273871971,31.265329804851685,1
70,5769,284,80.22180907652879,0.5655567398421837,25.94629317061387,0
32,2835,88,83.69790233423731,0.5391476720771153,24.448308870108995,0
68,9967,416,86.85299206990106,0.39500893879811944,32.93243820814987,1
55,8590,99,85.88442919715004,0.5288805553332357,32.31954972897172,0
75,1056,188,86.74612781272234,0.5530151263183604,32.5632044458116,0
56,9406,476,81.40656477925559,0.6024504424447717,33.46786242154943,1
17,6723,377,88.1614960489165,0.32243277464982756,27.561640000730772,0
38,1574,345,85.63237837744187,0.5648078011213506,29.579564138955092,0
24,4560,387,77.09649974163038,0.640990465526892,33.26919032337395,0
69,7102,240,82.3431424151651,0.6887686579008044,34.207591231285804,0
98,6496,269,80.52247739845697,0.37739324735535656,31.229344312688703,0
70,2928,497,80.45810953514656,0.48540477273664734,27.703167542803953,1
86,2950,218,82.61759934774284,0.49509344715326553,33.01989137227074,0
11,3064,416,88.06735968345889,0.5675518736582286,32.15340249986865,1
16,4694,405,81.86603875219971,0.4835370902471812,28.825254120416236,1
97,9241,175,86.1252894262897,0.4284606428760826,26.04909772194088,0
73,6744,386,85.30581283925457,0.5217176372584892,33.71375509593985,0
59,2950,470,81.10473797846655,0.4662497933842535,30.147642766983186,1
70,265,340,83.27592434666353,0.5562189530685242,32.56009389378268,0
80,1019,232,89.32424611649456,0.41904326131541264,32.448678792911515,0
93,8405,150,85.74903153470542,0.39776903439520656,28.559214462993705,0
3,3604,451,87.74413930700527,0.6315440218224961,33.253592078598324,1
20,1091,276,91.3624827195389,0.7272527613804434,29.420637074085512,1
59,6147,228,87.17468527089038,0.6822271226723243,27.513853452653823,0
36,3939,170,75.39655566557339,0.4928074407051475,27.12956457573143,0
19,1358,222,86.35298858057827,0.6055127171581179,31.990289387799052,0
90,7709,212,81.90944284163213,0.431371721778663,36.78230696002794,0
67,8806,281,94.05151305002082,0.5508179289052328,32.12306526873039,0
19,4904,40,86.99634703807088,0.4416197233080018,37.349475354750886,0
20,167,121,82.01280851263726,0.6256504117940112,36.34646545336176,0
96,9888,226,87.83255964720594,0.6123464717923843,33.54885769222212,0
71,5760,293,85.45395451483553,0.7075954111097476,36.723473901395586,1
52,4578,87,76.41021343140096,0.47706949124675013,36.38411596252284,0
33,8310,266,89.31530390626357,0.6579033701092001,35.536087954157786,0
40,3621,488,82.97230042966461,0.5506465061928089,26.347009943141465,1
39,672,28,92.10309146387004,0.5075388469234349,31.28976845704423,0
82,7182,494,84.37784607928094,0.533699384009656,29.918909848733897,1
1,7932,246,92.19646741917734,0.6698013161503488,35.513391339244166,0
11,5495,315,87.12449074952907,0.4868063285106246,31.078248534597858,0
92,2358,450,89.87061684647965,0.4918938138115426,37.256929909132694,1
57,6139,448,82.54090254758584,0.29342979021698795,32.30468699657421,1
89,750,243,86.76503090273248,0.4852951935301953,31.916143609254252,0
50,5841,60,76.36882607993967,0.5264361927958183,30.864056999299894,0
23,6938,146,84.36481548562479,0.42377522222394504,31.446155595482765,0
31,2687,173,77.57734229034472,0.39921448013185556,32.80623415829603,0
94,7976,432,79.2851142957345,0.31487614238482714,31.801764700729073,1
42,3362,277,80.54597867127687,0.44153494046967817,30.605390091279446,0
99,1438,333,88.30210467970656,0.6421179096797115,30.783122106181384,0
7,5096,368,84.26319932621855,0.35181476968909814,37.46305931976556,0
16,5880,440,85.15713504676923,0.5789017251812164,37.99253511047662,1
90,2927,378,84.12706137886121,0.5879346547027093,30.587607530876387,0
60,5332,141,90.40360249443494,0.7452861621142401,34.54691088840585,1
2,2317,43,85.02020978911581,0.6038355184902573,29.5165733616257,0
1,3639,143,86.2441853937569,0.5954579581106179,31.01951196345015,0
48,7945,352,82.14873403585955,0.5367697253224879,28.737457959146962,0
12,9329,332,90.74704646833123,0.5000857334245965,35.05950143715427,0
69,4483,485,91.12194643401452,0.5852199513095518,33.45356906883689,1
37,3061,496,84.81555523465548,0.6248701272708038,34.02634188930377,1
32,3326,395,82.07852485159759,0.5170496307452286,34.664772197112384,0
9,6937,54,76.92011833141473,0.6291885901864576,29.39116898976804,0
99,7131,306,80.65701784682146,0.7883211296337689,31.026746293532014,1
19,9390,357,74.16454969237121,0.5070858904820316,33.335697088695504,0
48,9231,422,80.44678739956002,0.5099001627589321,30.96329864191806,1
80,3816,416,86.78485048697634,0.490788316207635,32.20827540226907,1
3,3514,160,84.7480002470049,0.5133742941286993,29.60083323376711,0
20,1548,284,96.61633492227364,0.622310529397635,35.98919237426126,1
24,670,324,83.14471642599807,0.5087054636807589,34.8155922055636,0
54,3004,197,82.75434129522779,0.5189178082311353,35.71123383949649,0
33,2605,158,90.31384799764399,0.47503503343392095,33.97736142250654,0
24,1017,79,75.36531855877223,0.5489057500541555,28.718372344159288,0
75,7082,30,77.59116388710257,0.44968036115826304,30.56141888005002,0
72,7527,472,88.31920680627734,0.37738526354801505,29.894802548547364,1
36,6436,111,84.02287898515314,0.5447671990836994,31.22817532957114,0
38,1778,45,84.13751982801271,0.6979384471414302,35.17329108701175,0
84,715,352,80.31424421082839,0.4710055933633321,27.581717501307065,0
99,7186,204,86.19885086791321,0.39587948628727115,30.249081720724483,0
89,4849,51,80.95988372676784,0.6915642020659393,30.81654197125271,0
99,3605,137,85.36371664348616,0.5045560697719851,28.05795000925937,0
25,4629,471,79.20758219073382,0.5944558282493188,32.61427476447005,1
93,1235,73,84.08801506308721,0.42710341780112504,30.974062042047624,0
18,8666,40,95.12434470247923,0.5009770567353241,35.33545047669516,1
82,7326,478,82.87532105131238,0.6400554386500802,31.17462979898445,1
66,5262,76,84.3412090590411,0.5130772468944197,33.37682647490764,0
54,306,386,83.98738501265458,0.5143202192496382,32.34495610513183,0
35,4975,186,85.87265704172242,0.3511406022037597,24.555462386043747,0
80,1419,369,87.34075989842127,0.5787033471949847,27.694563221389938,0
61,1241,51,86.28618875338262,0.4214117876925032,33.150621406873064,0
41,4727,417,86.39657920886252,0.6119700400573624,33.01388544984014,1
100,7489,432,84.09583307800574,0.5202381227089309,31.79399043649718,1
33,2790,411,85.5014486125352,0.5291219121762216,35.99039992381353,1
68,7423,466,83.93022285406225,0.5772541819051319,33.52992422212519,1
33,3355,86,75.9382064678644,0.5375269449043298,36.710886539964925,0
14,8381,108,98.15307504925936,0.6718453415569429,24.620998558785026,1
21,5313,479,88.64086374773609,0.6560038598858354,37.20244407255331,1
48,4208,396,80.10340397357724,0.37827561063728654,30.178541101092865,0
20,3120,224,86.150302021917,0.48292879987434784,32.07459089825973,0
8,1957,481,78.26929638709898,0.5836534880580412,35.56031571195602,1
7,9096,480,82.52899225418648,0.40573970379864965,25.655705310643437,1
67,9236,247,77.59005729437102,0.3431939240547751,31.239998775539767,0
17,2889,68,84.74407577179787,0.4239795421244617,35.02644606513169,0
33,3975,119,77.09322386934971,0.48848345938133686,30.148850635519253,0
48,7705,66,86.94211447156432,0.09353968562656101,34.7412222225105,0
76,9902,60,88.41110540456415,0.3886110347035452,34.02914515911139,0
59,8235,443,80.86509700208187,0.3221464730805447,32.507500624485594,1
86,6155,326,85.80447102099531,0.6146672268128484,33.796698829162295,0
22,3982,407,80.60017823988795,0.5931478826652985,35.88389991122039,1
30,7275,190,87.55865482134953,0.5278563689360382,33.8075029094266,0
38,7229,469,81.5569097571877,0.5100011874121381,34.78738658759467,1
51,5121,492,88.94485062523461,0.5544806841269441,29.356118798929977,1
54,4835,188,75.94204089832505,0.4001664810503828,33.74598141325152,0
8,2487,150,79.97512042450056,0.6252888995413658,33.46809495582632,0
27,6682,285,79.45591839356727,0.5093021288221432,35.371679870513745,0
27,9233,443,86.01676879202499,0.591759927025963,28.526013089917328,1
98,5966,401,87.77544849720793,0.587641536646464,35.22083088573697,1
21,2666,95,86.40318683391344,0.553411446829727,29.36250816369048,0
30,1075,311,82.45511735804648,0.5312917988901171,39.02192987354924,0
97,7312,308,71.0245646702904,0.523843984438834,29.334584099990227,0
28,9246,262,85.19351147378782,0.49370230801855075,28.499678621289046,0
64,1362,96,88.94024542158535,0.548295673378408,31.128484518383686,0
97,5147,452,98.40254435816622,0.5206209208307838,35.14509465690627,1
69,9235,112,82.87802389644669,0.45129791369654937,33.06514301436528,0
61,7482,475,81.67342244532956,0.560971472865351,37.03850552764757,1
48,6331,124,86.60127390644077,0.5280500022919833,31.098510303124577,0
19,3427,455,83.71920778389277,0.620978818784381,30.53009914258239,1
4,5730,462,91.37686703631604,0.3189583216642255,29.796633527585513,1
35,2359,435,80.9590567087593,0.5036220570465266,30.421078292975274,1
64,1357,131,83.75576140504485,0.4275097073740028,27.808357262226227,0
49,564,417,89.38106537136173,0.4482377255579164,30.053535909344614,1
17,3394,452,86.54182156315943,0.5559748027589902,28.368552230174274,1
44,6874,416,90.80603835879015,0.3563939505163667,34.15691011796631,1
92,7531,120,82.81716974285168,0.5133135646249906,36.44058355771761,0
30,1330,196,91.31642251184353,0.503043956239478,32.66491896466796,0
93,9176,293,76.68079813361523,0.3950050422069373,29.97830135477228,0
46,3905,481,76.88097344263798,0.5158072897091243,34.23282747983819,1
6,6519,121,91.39519958229627,0.42384468245737883,31.882220948374254,0
99,5850,281,85.03674787732375,0.7197483721054582,35.044543184441245,1
37,3956,384,89.60407932939998,0.6201966634518293,29.163716407566977,0
24,3235,259,85.49735479054576,0.5067259959524897,29.37199132938889,0
93,7053,38,84.9647954573465,0.45682514746091285,34.17847736472669,0
46,9216,53,78.35989570437887,0.5504050337735262,31.939199350587106,0
53,6134,473,84.86580215841424,0.5767475917814184,34.780630098382716,1
95,4689,160,91.80803618158376,0.5254532589787638,29.424427719726605,0
99,1646,288,85.28335147035835,0.3984852463625564,33.30095799247773,0
60,6165,199,88.41039097870113,0.4790412233797084,33.6394618372332,0
97,1194,275,88.27186979696809,0.507801307445559,27.388636331917194,0
63,2511,15,79.93645991669185,0.5290275017459202,31.98973654659505,0
85,2717,404,89.2856516587636,0.5313363151141769,25.951424530932407,1
32,9054,172,83.43135638470076,0.5730832235194925,36.40956016570273,0
87,4245,247,83.70173795852652,0.6341720288720115,28.047195684537716,0
33,2875,382,95.48847594502664,0.6012563706696027,31.43332287119176,1
67,6728,217,87.9865168341576,0.5590319845707182,31.985295569208574,0
18,3255,86,81.80748987861396,0.37422960088871404,29.113594832651398,0
25,4070,81,85.32269031504862,0.618634323568271,37.54761404740737,0
95,8072,61,85.18309963179111,0.5818806352106978,29.924915530171084,0
54,8875,286,93.43046577169497,0.474420872153599,31.190620459378167,0
58,5515,499,85.19730290232053,0.5029739030956155,29.93150506937913,1
67,4431,41,96.03999326665485,0.5065580971370177,29.906025138385196,1
46,2042,11,78.5163365128998,0.4562177675569676,31.67305630590232,0
24,6126,320,84.83823623164653,0.32519654628639943,34.109165604770176,0
32,8401,233,81.18572278901722,0.3883457356652462,32.48039345828181,0
47,291,328,82.52585697290188,0.409349271450219,29.72441390385622,0
86,9195,130,82.63439247695322,0.303216987690742,31.981124614849808,0
23,961,114,81.44346660000562,0.38867337312075906,27.898984164815353,0
66,6811,217,93.65085902492811,0.6141199414908403,35.54978395827176,0
27,9375,136,92.11280164421257,0.5485918339459116,30.482107727063607,0
2,749,105,87.01322255732062,0.402901513478431,30.642614565694984,0
90,4234,178,82.62824052555314,0.4311776442172029,26.161553417256407,0
17,7687,15,81.58383478611157,0.6229183625940798,30.479908709481872,0
33,8928,471,88.70904370738884,0.6204467208253648,37.046966638856006,1
9,1136,241,86.50075475618088,0.5069887995869409,33.83456328111237,0
43,4231,333,84.27587023200208,0.6174797693381631,35.326991357371014,0
48,2248,380,87.70596503650215,0.4234095989053952,32.349832386896814,0
39,5557,386,89.45535270455245,0.5227359920120828,24.139528436457464,0
93,6179,225,84.22979984986515,0.35256491439753057,32.208806220914624,0
